model	geneID	gene_leng	gen	syn	mis	sum
neut	YP_009724390.1	3822	81	2	5	7
neut	YP_009724390.1	3822	82	2	12	14
neut	YP_009724390.1	3822	83	2	13	15
neut	YP_009724390.1	3822	84	1	6	7
neut	YP_009724390.1	3822	85	4	10	14
neut	YP_009724390.1	3822	86	2	18	20
neut	YP_009724390.1	3822	87	4	13	17
neut	YP_009724390.1	3822	88	2	13	15
neut	YP_009724390.1	3822	89	1	12	13
neut	YP_009724390.1	3822	90	2	11	13
neut	YP_009724390.1	3822	91	1	10	11
neut	YP_009724390.1	3822	92	4	13	17
neut	YP_009724390.1	3822	93	2	12	14
neut	YP_009724390.1	3822	94	0	14	14
neut	YP_009724390.1	3822	95	4	13	17
neut	YP_009724390.1	3822	96	2	14	16
neut	YP_009724390.1	3822	97	5	15	20
neut	YP_009724390.1	3822	98	2	19	21
neut	YP_009724390.1	3822	99	0	18	18
neut	YP_009724390.1	3822	100	0	18	18
neut	YP_009724390.1	3822	101	4	16	20
neut	YP_009724390.1	3822	102	2	16	18
neut	YP_009724390.1	3822	103	1	12	13
neut	YP_009724390.1	3822	104	1	11	12
neut	YP_009724390.1	3822	105	1	17	18
neut	YP_009724390.1	3822	106	2	13	15
neut	YP_009724390.1	3822	107	1	14	15
neut	YP_009724390.1	3822	108	5	18	23
neut	YP_009724390.1	3822	109	0	13	13
neut	YP_009724390.1	3822	110	1	18	19
neut	YP_009724390.1	3822	111	2	12	14
neut	YP_009724390.1	3822	112	2	17	19
neut	YP_009724390.1	3822	113	3	15	18
neut	YP_009724390.1	3822	114	2	15	17
neut	YP_009724390.1	3822	115	1	17	18
neut	YP_009724390.1	3822	116	2	15	17
neut	YP_009724390.1	3822	117	1	13	14
neut	YP_009724390.1	3822	118	0	20	20
neut	YP_009724390.1	3822	119	1	16	17
neut	YP_009724390.1	3822	120	2	14	16
neut	YP_009724390.1	3822	121	5	13	18
neut	YP_009724390.1	3822	122	0	15	15
neut	YP_009724390.1	3822	123	0	18	18
neut	YP_009724390.1	3822	124	2	16	18
neut	YP_009724390.1	3822	125	4	20	24
neut	YP_009724390.1	3822	126	3	16	19
neut	YP_009724390.1	3822	127	1	18	19
neut	YP_009724390.1	3822	128	2	16	18
neut	YP_009724390.1	3822	129	1	13	14
neut	YP_009724390.1	3822	130	4	15	19
neut	YP_009724390.1	3822	131	0	12	12
neut	YP_009724390.1	3822	132	0	21	21
neut	YP_009724390.1	3822	133	0	15	15
neut	YP_009724390.1	3822	134	2	21	23
neut	YP_009724390.1	3822	135	0	20	20
neut	YP_009724390.1	3822	136	4	16	20
neut	YP_009724390.1	3822	137	2	15	17
neut	YP_009724390.1	3822	138	3	12	15
neut	YP_009724390.1	3822	139	1	13	14
neut	YP_009724390.1	3822	140	0	28	28
neut	YP_009724390.1	3822	141	3	22	25
neut	YP_009724390.1	3822	142	1	23	24
neut	YP_009724390.1	3822	143	3	19	22
neut	YP_009724390.1	3822	144	3	18	21
neut	YP_009724390.1	3822	145	4	15	19
neut	YP_009724390.1	3822	146	2	17	19
neut	YP_009724390.1	3822	147	2	16	18
neut	YP_009724390.1	3822	148	2	15	17
neut	YP_009724390.1	3822	149	1	16	17
neut	YP_009724390.1	3822	150	2	15	17
neut	YP_009724390.1	3822	151	2	20	22
neut	YP_009724390.1	3822	152	2	15	17
neut	YP_009724390.1	3822	153	2	26	28
neut	YP_009724390.1	3822	154	1	15	16
neut	YP_009724390.1	3822	155	3	26	29
neut	YP_009724390.1	3822	156	2	25	27
neut	YP_009724390.1	3822	157	4	28	32
neut	YP_009724390.1	3822	158	4	24	28
neut	YP_009724390.1	3822	159	7	19	26
neut	YP_009724390.1	3822	160	2	20	22
neut	YP_009724390.1	3822	161	3	23	26
neut	YP_009724390.1	3822	162	7	25	32
neut	YP_009724390.1	3822	163	4	24	28
neut	YP_009724390.1	3822	164	2	19	21
neut	YP_009724390.1	3822	165	4	18	22
neut	YP_009724390.1	3822	166	8	14	22
neut	YP_009724390.1	3822	167	1	25	26
neut	YP_009724390.1	3822	168	4	19	23
neut	YP_009724390.1	3822	169	4	17	21
neut	YP_009724390.1	3822	170	7	23	30
neut	YP_009724390.1	3822	171	6	25	31
neut	YP_009724390.1	3822	172	5	32	37
neut	YP_009724390.1	3822	173	4	31	35
neut	YP_009724390.1	3822	174	7	31	38
neut	YP_009724390.1	3822	175	9	34	43
neut	YP_009724390.1	3822	176	5	32	37
neut	YP_009724390.1	3822	177	3	32	35
neut	YP_009724390.1	3822	178	5	29	34
neut	YP_009724390.1	3822	179	6	34	40
neut	YP_009724390.1	3822	180	6	26	32
neut	YP_009724390.1	3822	181	8	23	31
neut	YP_009724390.1	3822	182	7	27	34
neut	YP_009724390.1	3822	183	3	26	29
neut	YP_009724390.1	3822	184	6	27	33
neut	YP_009724390.1	3822	185	13	26	39
neut	YP_009724390.1	3822	186	3	26	29
neut	YP_009724390.1	3822	187	7	22	29
neut	YP_009724390.1	3822	188	11	28	39
neut	YP_009724390.1	3822	189	12	25	37
neut	YP_009724390.1	3822	190	6	27	33
neut	YP_009724390.1	3822	191	12	25	37
neut	YP_009724390.1	3822	192	13	31	44
neut	YP_009724390.1	3822	193	10	31	41
neut	YP_009724390.1	3822	194	10	29	39
neut	YP_009724390.1	3822	195	6	25	31
neut	YP_009724390.1	3822	196	10	28	38
neut	YP_009724390.1	3822	197	12	30	42
neut	YP_009724390.1	3822	198	9	25	34
neut	YP_009724390.1	3822	199	14	31	45
neut	YP_009724390.1	3822	200	9	29	38
neut	YP_009724390.1	3822	201	11	33	44
neut	YP_009724390.1	3822	202	12	26	38
neut	YP_009724390.1	3822	203	7	26	33
neut	YP_009724390.1	3822	204	10	31	41
neut	YP_009724390.1	3822	205	3	24	27
neut	YP_009724390.1	3822	206	7	29	36
neut	YP_009724390.1	3822	207	8	26	34
neut	YP_009724390.1	3822	208	10	27	37
neut	YP_009724390.1	3822	209	13	26	39
neut	YP_009724390.1	3822	210	7	24	31
neut	YP_009724390.1	3822	211	11	27	38
neut	YP_009724390.1	3822	212	8	32	40
neut	YP_009724390.1	3822	213	10	27	37
neut	YP_009724390.1	3822	214	4	27	31
neut	YP_009724390.1	3822	215	6	28	34
neut	YP_009724390.1	3822	216	10	31	41
neut	YP_009724390.1	3822	217	6	30	36
neut	YP_009724390.1	3822	218	11	30	41
neut	YP_009724390.1	3822	219	10	32	42
neut	YP_009724390.1	3822	220	7	26	33
neut	YP_009724390.1	3822	221	6	25	31
neut	YP_009724390.1	3822	222	9	28	37
neut	YP_009724390.1	3822	223	10	32	42
neut	YP_009724390.1	3822	224	14	36	50
neut	YP_009724390.1	3822	225	11	33	44
neut	YP_009724390.1	3822	226	9	35	44
neut	YP_009724390.1	3822	227	9	34	43
neut	YP_009724390.1	3822	228	12	35	47
neut	YP_009724390.1	3822	229	11	33	44
neut	YP_009724390.1	3822	230	7	30	37
neut	YP_009724390.1	3822	231	11	36	47
neut	YP_009724390.1	3822	232	11	32	43
neut	YP_009724390.1	3822	233	9	34	43
neut	YP_009724390.1	3822	234	11	36	47
neut	YP_009724390.1	3822	235	9	30	39
neut	YP_009724390.1	3822	236	10	32	42
neut	YP_009724390.1	3822	237	8	31	39
neut	YP_009724390.1	3822	238	11	35	46
neut	YP_009724390.1	3822	239	14	37	51
neut	YP_009724390.1	3822	240	8	32	40
neut	YP_009724390.1	3822	241	12	34	46
neut	YP_009724390.1	3822	242	11	40	51
neut	YP_009724390.1	3822	243	8	35	43
neut	YP_009724390.1	3822	244	11	33	44
neut	YP_009724390.1	3822	245	11	34	45
neut	YP_009724390.1	3822	246	10	41	51
neut	YP_009724390.1	3822	247	9	34	43
neut	YP_009724390.1	3822	248	11	38	49
neut	YP_009724390.1	3822	249	13	35	48
neut	YP_009724390.1	3822	250	12	37	49
neut	YP_009724390.1	3822	251	7	33	40
neut	YP_009724390.1	3822	252	10	34	44
neut	YP_009724390.1	3822	253	11	35	46
neut	YP_009724390.1	3822	254	6	34	40
neut	YP_009724390.1	3822	255	8	34	42
neut	YP_009724390.1	3822	256	11	36	47
neut	YP_009724390.1	3822	257	10	39	49
neut	YP_009724390.1	3822	258	5	34	39
neut	YP_009724390.1	3822	259	8	39	47
neut	YP_009724390.1	3822	260	1	31	32
neut	YP_009724390.1	3822	261	11	37	48
neut	YP_009724390.1	3822	262	10	37	47
neut	YP_009724390.1	3822	263	4	36	40
neut	YP_009724390.1	3822	264	9	40	49
neut	YP_009724390.1	3822	265	12	42	54
neut	YP_009724390.1	3822	266	2	38	40
neut	YP_009724390.1	3822	267	9	37	46
neut	YP_009724390.1	3822	268	4	34	38
neut	YP_009724390.1	3822	269	7	35	42
neut	YP_009724390.1	3822	270	3	33	36
neut	YP_009724390.1	3822	271	10	41	51
neut	YP_009724390.1	3822	272	9	40	49
neut	YP_009724390.1	3822	273	9	36	45
neut	YP_009724390.1	3822	274	10	35	45
neut	YP_009724390.1	3822	275	4	37	41
neut	YP_009724390.1	3822	276	7	40	47
neut	YP_009724390.1	3822	277	4	30	34
neut	YP_009724390.1	3822	278	6	39	45
neut	YP_009724390.1	3822	279	4	35	39
neut	YP_009724390.1	3822	280	6	36	42
neut	YP_009724390.1	3822	281	5	33	38
neut	YP_009724390.1	3822	282	8	36	44
neut	YP_009724390.1	3822	283	8	30	38
neut	YP_009724390.1	3822	284	5	34	39
neut	YP_009724390.1	3822	285	6	33	39
neut	YP_009724390.1	3822	286	6	37	43
neut	YP_009724390.1	3822	287	13	41	54
neut	YP_009724390.1	3822	288	9	40	49
neut	YP_009724390.1	3822	289	13	42	55
neut	YP_009724390.1	3822	290	13	48	61
neut	YP_009724390.1	3822	291	13	45	58
neut	YP_009724390.1	3822	292	11	40	51
neut	YP_009724390.1	3822	293	12	46	58
neut	YP_009724390.1	3822	294	20	49	69
neut	YP_009724390.1	3822	295	7	47	54
neut	YP_009724390.1	3822	296	11	56	67
neut	YP_009724390.1	3822	297	14	49	63
neut	YP_009724390.1	3822	298	18	52	70
neut	YP_009724390.1	3822	299	11	44	55
neut	YP_009724390.1	3822	300	13	52	65
neut	YP_009724390.1	3822	301	13	49	62
neut	YP_009724390.1	3822	302	12	45	57
neut	YP_009724390.1	3822	303	15	50	65
neut	YP_009724390.1	3822	304	8	44	52
neut	YP_009724390.1	3822	305	18	50	68
neut	YP_009724390.1	3822	306	10	40	50
neut	YP_009724390.1	3822	307	14	52	66
neut	YP_009724390.1	3822	308	12	41	53
neut	YP_009724390.1	3822	309	19	48	67
neut	YP_009724390.1	3822	310	14	42	56
neut	YP_009724390.1	3822	311	9	43	52
neut	YP_009724390.1	3822	312	13	41	54
neut	YP_009724390.1	3822	313	6	43	49
neut	YP_009724390.1	3822	314	6	41	47
neut	YP_009724390.1	3822	315	4	38	42
neut	YP_009724390.1	3822	316	7	36	43
neut	YP_009724390.1	3822	317	9	44	53
neut	YP_009724390.1	3822	318	7	38	45
neut	YP_009724390.1	3822	319	15	42	57
neut	YP_009724390.1	3822	320	10	41	51
neut	YP_009724390.1	3822	321	7	37	44
neut	YP_009724390.1	3822	322	6	33	39
neut	YP_009724390.1	3822	323	6	33	39
neut	YP_009724390.1	3822	324	8	35	43
neut	YP_009724390.1	3822	325	5	36	41
neut	YP_009724390.1	3822	326	7	37	44
neut	YP_009724390.1	3822	327	3	36	39
neut	YP_009724390.1	3822	328	2	32	34
neut	YP_009724390.1	3822	329	4	34	38
neut	YP_009724390.1	3822	330	5	31	36
neut	YP_009724390.1	3822	331	2	25	27
neut	YP_009724390.1	3822	332	0	30	30
neut	YP_009724390.1	3822	333	2	32	34
neut	YP_009724390.1	3822	334	3	28	31
neut	YP_009724390.1	3822	335	3	31	34
neut	YP_009724390.1	3822	336	1	25	26
neut	YP_009724390.1	3822	337	1	32	33
neut	YP_009724390.1	3822	338	3	29	32
neut	YP_009724390.1	3822	339	7	29	36
neut	YP_009724390.1	3822	340	1	34	35
neut	YP_009724390.1	3822	341	0	30	30
neut	YP_009724390.1	3822	342	2	29	31
neut	YP_009724390.1	3822	343	2	26	28
neut	YP_009724390.1	3822	344	3	29	32
neut	YP_009724390.1	3822	345	3	29	32
neut	YP_009724390.1	3822	346	3	29	32
neut	YP_009724390.1	3822	347	1	36	37
neut	YP_009724390.1	3822	348	5	34	39
neut	YP_009724390.1	3822	349	4	33	37
neut	YP_009724390.1	3822	350	1	34	35
neut	YP_009724390.1	3822	351	3	32	35
neut	YP_009724390.1	3822	352	3	33	36
neut	YP_009724390.1	3822	353	4	33	37
neut	YP_009724390.1	3822	354	1	34	35
neut	YP_009724390.1	3822	355	2	38	40
neut	YP_009724390.1	3822	356	4	38	42
neut	YP_009724390.1	3822	357	3	35	38
neut	YP_009724390.1	3822	358	4	39	43
neut	YP_009724390.1	3822	359	2	37	39
neut	YP_009724390.1	3822	360	8	32	40
neut	YP_009724390.1	3822	361	4	33	37
neut	YP_009724390.1	3822	362	5	36	41
neut	YP_009724390.1	3822	363	5	30	35
neut	YP_009724390.1	3822	364	2	32	34
neut	YP_009724390.1	3822	365	3	38	41
neut	YP_009724390.1	3822	366	4	46	50
neut	YP_009724390.1	3822	367	4	35	39
neut	YP_009724390.1	3822	368	4	46	50
neut	YP_009724390.1	3822	369	4	43	47
neut	YP_009724390.1	3822	370	4	45	49
neut	YP_009724390.1	3822	371	3	51	54
neut	YP_009724390.1	3822	372	2	52	54
neut	YP_009724390.1	3822	373	2	45	47
neut	YP_009724390.1	3822	374	2	48	50
neut	YP_009724390.1	3822	375	2	49	51
neut	YP_009724390.1	3822	376	2	50	52
neut	YP_009724390.1	3822	377	1	58	59
neut	YP_009724390.1	3822	378	6	54	60
neut	YP_009724390.1	3822	379	5	53	58
neut	YP_009724390.1	3822	380	1	57	58
neut	YP_009724390.1	3822	381	3	56	59
neut	YP_009724390.1	3822	382	1	53	54
neut	YP_009724390.1	3822	383	7	57	64
neut	YP_009724390.1	3822	384	1	54	55
neut	YP_009724390.1	3822	385	3	56	59
neut	YP_009724390.1	3822	386	3	51	54
neut	YP_009724390.1	3822	387	3	55	58
neut	YP_009724390.1	3822	388	2	58	60
neut	YP_009724390.1	3822	389	4	51	55
neut	YP_009724390.1	3822	390	3	59	62
neut	YP_009724390.1	3822	391	0	53	53
neut	YP_009724390.1	3822	392	3	57	60
neut	YP_009724390.1	3822	393	0	55	55
neut	YP_009724390.1	3822	394	3	53	56
neut	YP_009724390.1	3822	395	0	58	58
neut	YP_009724390.1	3822	396	2	53	55
neut	YP_009724390.1	3822	397	3	60	63
neut	YP_009724390.1	3822	398	4	55	59
neut	YP_009724390.1	3822	399	1	54	55
neut	YP_009724390.1	3822	400	1	54	55
neut	YP_009724390.1	3822	401	2	57	59
neut	YP_009724390.1	3822	402	0	54	54
neut	YP_009724390.1	3822	403	0	53	53
neut	YP_009724390.1	3822	404	1	52	53
neut	YP_009724390.1	3822	405	4	55	59
neut	YP_009724390.1	3822	406	2	52	54
neut	YP_009724390.1	3822	407	1	52	53
neut	YP_009724390.1	3822	408	1	48	49
neut	YP_009724390.1	3822	409	0	50	50
neut	YP_009724390.1	3822	410	0	57	57
neut	YP_009724390.1	3822	411	0	51	51
neut	YP_009724390.1	3822	412	1	53	54
neut	YP_009724390.1	3822	413	1	51	52
neut	YP_009724390.1	3822	414	1	50	51
neut	YP_009724390.1	3822	415	0	52	52
neut	YP_009724390.1	3822	416	1	50	51
neut	YP_009724390.1	3822	417	0	54	54
neut	YP_009724390.1	3822	418	0	56	56
neut	YP_009724390.1	3822	419	2	53	55
neut	YP_009724390.1	3822	420	1	54	55
neut	YP_009724390.1	3822	421	1	58	59
neut	YP_009724390.1	3822	422	1	54	55
neut	YP_009724390.1	3822	423	1	51	52
neut	YP_009724390.1	3822	424	0	51	51
neut	YP_009724390.1	3822	425	5	49	54
neut	YP_009724390.1	3822	426	3	50	53
neut	YP_009724390.1	3822	427	1	51	52
neut	YP_009724390.1	3822	428	3	47	50
neut	YP_009724390.1	3822	429	2	49	51
neut	YP_009724390.1	3822	430	0	49	49
neut	YP_009724390.1	3822	431	2	51	53
neut	YP_009724390.1	3822	432	3	54	57
neut	YP_009724390.1	3822	433	1	56	57
neut	YP_009724390.1	3822	434	2	50	52
neut	YP_009724390.1	3822	435	0	55	55
neut	YP_009724390.1	3822	436	2	54	56
neut	YP_009724390.1	3822	437	5	49	54
neut	YP_009724390.1	3822	438	2	54	56
neut	YP_009724390.1	3822	439	1	51	52
neut	YP_009724390.1	3822	440	2	56	58
neut	YP_009724390.1	3822	441	4	58	62
neut	YP_009724390.1	3822	442	0	61	61
neut	YP_009724390.1	3822	443	7	54	61
neut	YP_009724390.1	3822	444	7	56	63
neut	YP_009724390.1	3822	445	5	57	62
neut	YP_009724390.1	3822	446	8	56	64
neut	YP_009724390.1	3822	447	6	58	64
neut	YP_009724390.1	3822	448	9	60	69
neut	YP_009724390.1	3822	449	4	64	68
neut	YP_009724390.1	3822	450	5	61	66
neut	YP_009724390.1	3822	451	5	62	67
neut	YP_009724390.1	3822	452	7	52	59
neut	YP_009724390.1	3822	453	5	58	63
neut	YP_009724390.1	3822	454	9	58	67
neut	YP_009724390.1	3822	455	10	53	63
neut	YP_009724390.1	3822	456	6	58	64
neut	YP_009724390.1	3822	457	6	56	62
neut	YP_009724390.1	3822	458	7	53	60
neut	YP_009724390.1	3822	459	9	47	56
neut	YP_009724390.1	3822	460	4	59	63
neut	YP_009724390.1	3822	461	4	60	64
neut	YP_009724390.1	3822	462	3	64	67
neut	YP_009724390.1	3822	463	3	56	59
neut	YP_009724390.1	3822	464	3	60	63
neut	YP_009724390.1	3822	465	6	63	69
neut	YP_009724390.1	3822	466	3	65	68
neut	YP_009724390.1	3822	467	3	63	66
neut	YP_009724390.1	3822	468	8	56	64
neut	YP_009724390.1	3822	469	8	66	74
neut	YP_009724390.1	3822	470	6	65	71
neut	YP_009724390.1	3822	471	1	64	65
neut	YP_009724390.1	3822	472	5	67	72
neut	YP_009724390.1	3822	473	7	65	72
neut	YP_009724390.1	3822	474	7	60	67
neut	YP_009724390.1	3822	475	9	58	67
neut	YP_009724390.1	3822	476	8	57	65
neut	YP_009724390.1	3822	477	4	62	66
neut	YP_009724390.1	3822	478	6	72	78
neut	YP_009724390.1	3822	479	4	73	77
neut	YP_009724390.1	3822	480	8	73	81
neut	YP_009724390.1	3822	481	8	63	71
neut	YP_009724390.1	3822	482	3	60	63
neut	YP_009724390.1	3822	483	9	62	71
neut	YP_009724390.1	3822	484	2	68	70
neut	YP_009724390.1	3822	485	6	69	75
neut	YP_009724390.1	3822	486	9	65	74
neut	YP_009724390.1	3822	487	8	71	79
neut	YP_009724390.1	3822	488	5	66	71
neut	YP_009724390.1	3822	489	6	61	67
neut	YP_009724390.1	3822	490	8	61	69
neut	YP_009724390.1	3822	491	4	64	68
neut	YP_009724390.1	3822	492	9	57	66
neut	YP_009724390.1	3822	493	8	57	65
neut	YP_009724390.1	3822	494	11	61	72
neut	YP_009724390.1	3822	495	5	60	65
neut	YP_009724390.1	3822	496	7	56	63
neut	YP_009724390.1	3822	497	9	53	62
neut	YP_009724390.1	3822	498	7	55	62
neut	YP_009724390.1	3822	499	8	53	61
neut	YP_009724390.1	3822	500	7	57	64
neut	YP_009725309.1	1581	1	0	0	0
neut	YP_009725309.1	1581	2	0	0	0
neut	YP_009725309.1	1581	3	0	1	1
neut	YP_009725309.1	1581	4	0	0	0
neut	YP_009725309.1	1581	5	0	0	0
neut	YP_009725309.1	1581	6	2	0	2
neut	YP_009725309.1	1581	7	0	1	1
neut	YP_009725309.1	1581	8	0	1	1
neut	YP_009725309.1	1581	9	0	0	0
neut	YP_009725309.1	1581	10	0	0	0
neut	YP_009725309.1	1581	11	0	1	1
neut	YP_009725309.1	1581	12	0	3	3
neut	YP_009725309.1	1581	13	0	0	0
neut	YP_009725309.1	1581	14	0	3	3
neut	YP_009725309.1	1581	15	0	2	2
neut	YP_009725309.1	1581	16	0	0	0
neut	YP_009725309.1	1581	17	0	1	1
neut	YP_009725309.1	1581	18	0	0	0
neut	YP_009725309.1	1581	19	0	1	1
neut	YP_009725309.1	1581	20	2	0	2
neut	YP_009725309.1	1581	21	0	1	1
neut	YP_009725309.1	1581	22	0	0	0
neut	YP_009725309.1	1581	23	2	1	3
neut	YP_009725309.1	1581	24	0	0	0
neut	YP_009725309.1	1581	25	0	2	2
neut	YP_009725309.1	1581	26	0	0	0
neut	YP_009725309.1	1581	27	0	1	1
neut	YP_009725309.1	1581	28	0	1	1
neut	YP_009725309.1	1581	29	1	0	1
neut	YP_009725309.1	1581	30	1	0	1
neut	YP_009725309.1	1581	31	0	0	0
neut	YP_009725309.1	1581	32	1	0	1
neut	YP_009725309.1	1581	33	0	0	0
neut	YP_009725309.1	1581	34	0	0	0
neut	YP_009725309.1	1581	35	1	3	4
neut	YP_009725309.1	1581	36	2	4	6
neut	YP_009725309.1	1581	37	1	1	2
neut	YP_009725309.1	1581	38	1	1	2
neut	YP_009725309.1	1581	39	0	0	0
neut	YP_009725309.1	1581	40	0	2	2
neut	YP_009725309.1	1581	41	0	2	2
neut	YP_009725309.1	1581	42	3	4	7
neut	YP_009725309.1	1581	43	0	3	3
neut	YP_009725309.1	1581	44	0	2	2
neut	YP_009725309.1	1581	45	1	2	3
neut	YP_009725309.1	1581	46	0	5	5
neut	YP_009725309.1	1581	47	1	4	5
neut	YP_009725309.1	1581	48	1	1	2
neut	YP_009725309.1	1581	49	1	1	2
neut	YP_009725309.1	1581	50	1	0	1
neut	YP_009725309.1	1581	51	1	1	2
neut	YP_009725309.1	1581	52	1	2	3
neut	YP_009725309.1	1581	53	1	0	1
neut	YP_009725309.1	1581	54	1	3	4
neut	YP_009725309.1	1581	55	0	2	2
neut	YP_009725309.1	1581	56	0	3	3
neut	YP_009725309.1	1581	57	1	4	5
neut	YP_009725309.1	1581	58	0	4	4
neut	YP_009725309.1	1581	59	0	4	4
neut	YP_009725309.1	1581	60	0	6	6
neut	YP_009725309.1	1581	61	1	3	4
neut	YP_009725309.1	1581	62	2	6	8
neut	YP_009725309.1	1581	63	1	3	4
neut	YP_009725309.1	1581	64	0	3	3
neut	YP_009725309.1	1581	65	2	5	7
neut	YP_009725309.1	1581	66	2	7	9
neut	YP_009725309.1	1581	67	0	2	2
neut	YP_009725309.1	1581	68	1	3	4
neut	YP_009725309.1	1581	69	0	4	4
neut	YP_009725309.1	1581	70	1	4	5
neut	YP_009725309.1	1581	71	1	4	5
neut	YP_009725309.1	1581	72	0	6	6
neut	YP_009725309.1	1581	73	0	5	5
neut	YP_009725309.1	1581	74	0	6	6
neut	YP_009725309.1	1581	75	0	4	4
neut	YP_009725309.1	1581	76	1	2	3
neut	YP_009725309.1	1581	77	1	5	6
neut	YP_009725309.1	1581	78	0	3	3
neut	YP_009725309.1	1581	79	0	2	2
neut	YP_009725309.1	1581	80	1	2	3
neut	YP_009725309.1	1581	81	0	3	3
neut	YP_009725309.1	1581	82	0	4	4
neut	YP_009725309.1	1581	83	0	0	0
neut	YP_009725309.1	1581	84	0	1	1
neut	YP_009725309.1	1581	85	0	3	3
neut	YP_009725309.1	1581	86	0	8	8
neut	YP_009725309.1	1581	87	0	3	3
neut	YP_009725309.1	1581	88	1	2	3
neut	YP_009725309.1	1581	89	1	1	2
neut	YP_009725309.1	1581	90	0	1	1
neut	YP_009725309.1	1581	91	0	4	4
neut	YP_009725309.1	1581	92	0	5	5
neut	YP_009725309.1	1581	93	0	2	2
neut	YP_009725309.1	1581	94	0	3	3
neut	YP_009725309.1	1581	95	0	0	0
neut	YP_009725309.1	1581	96	0	0	0
neut	YP_009725309.1	1581	97	0	1	1
neut	YP_009725309.1	1581	98	0	2	2
neut	YP_009725309.1	1581	99	0	0	0
neut	YP_009725309.1	1581	100	0	1	1
neut	YP_009725309.1	1581	101	0	2	2
neut	YP_009725309.1	1581	102	0	1	1
neut	YP_009725309.1	1581	103	0	1	1
neut	YP_009725309.1	1581	104	0	2	2
neut	YP_009725309.1	1581	105	0	0	0
neut	YP_009725309.1	1581	106	0	2	2
neut	YP_009725309.1	1581	107	0	1	1
neut	YP_009725309.1	1581	108	0	3	3
neut	YP_009725309.1	1581	109	0	0	0
neut	YP_009725309.1	1581	110	0	1	1
neut	YP_009725309.1	1581	111	0	2	2
neut	YP_009725309.1	1581	112	0	0	0
neut	YP_009725309.1	1581	113	0	0	0
neut	YP_009725309.1	1581	114	0	1	1
neut	YP_009725309.1	1581	115	0	1	1
neut	YP_009725309.1	1581	116	0	2	2
neut	YP_009725309.1	1581	117	0	1	1
neut	YP_009725309.1	1581	118	0	1	1
neut	YP_009725309.1	1581	119	0	0	0
neut	YP_009725309.1	1581	120	0	2	2
neut	YP_009725309.1	1581	121	0	1	1
neut	YP_009725309.1	1581	122	0	1	1
neut	YP_009725309.1	1581	123	0	1	1
neut	YP_009725309.1	1581	124	0	0	0
neut	YP_009725309.1	1581	125	0	0	0
neut	YP_009725309.1	1581	126	0	0	0
neut	YP_009725309.1	1581	127	0	2	2
neut	YP_009725309.1	1581	128	0	1	1
neut	YP_009725309.1	1581	129	1	4	5
neut	YP_009725309.1	1581	130	0	0	0
neut	YP_009725309.1	1581	131	0	1	1
neut	YP_009725309.1	1581	132	0	0	0
neut	YP_009725309.1	1581	133	0	3	3
neut	YP_009725309.1	1581	134	0	1	1
neut	YP_009725309.1	1581	135	0	1	1
neut	YP_009725309.1	1581	136	0	0	0
neut	YP_009725309.1	1581	137	0	0	0
neut	YP_009725309.1	1581	138	0	1	1
neut	YP_009725309.1	1581	139	0	1	1
neut	YP_009725309.1	1581	140	0	0	0
neut	YP_009725309.1	1581	141	0	1	1
neut	YP_009725309.1	1581	142	0	0	0
neut	YP_009725309.1	1581	143	0	0	0
neut	YP_009725309.1	1581	144	0	1	1
neut	YP_009725309.1	1581	145	0	1	1
neut	YP_009725309.1	1581	146	0	1	1
neut	YP_009725309.1	1581	147	0	0	0
neut	YP_009725309.1	1581	148	0	0	0
neut	YP_009725309.1	1581	149	0	2	2
neut	YP_009725309.1	1581	150	0	0	0
neut	YP_009725309.1	1581	151	0	2	2
neut	YP_009725309.1	1581	152	0	1	1
neut	YP_009725309.1	1581	153	0	3	3
neut	YP_009725309.1	1581	154	0	3	3
neut	YP_009725309.1	1581	155	0	1	1
neut	YP_009725309.1	1581	156	0	1	1
neut	YP_009725309.1	1581	157	0	0	0
neut	YP_009725309.1	1581	158	0	1	1
neut	YP_009725309.1	1581	159	0	1	1
neut	YP_009725309.1	1581	160	0	3	3
neut	YP_009725309.1	1581	161	0	4	4
neut	YP_009725309.1	1581	162	0	3	3
neut	YP_009725309.1	1581	163	0	0	0
neut	YP_009725309.1	1581	164	0	6	6
neut	YP_009725309.1	1581	165	0	1	1
neut	YP_009725309.1	1581	166	1	1	2
neut	YP_009725309.1	1581	167	1	1	2
neut	YP_009725309.1	1581	168	0	2	2
neut	YP_009725309.1	1581	169	0	2	2
neut	YP_009725309.1	1581	170	0	1	1
neut	YP_009725309.1	1581	171	0	2	2
neut	YP_009725309.1	1581	172	1	0	1
neut	YP_009725309.1	1581	173	0	3	3
neut	YP_009725309.1	1581	174	0	1	1
neut	YP_009725309.1	1581	175	2	0	2
neut	YP_009725309.1	1581	176	0	1	1
neut	YP_009725309.1	1581	177	0	1	1
neut	YP_009725309.1	1581	178	1	5	6
neut	YP_009725309.1	1581	179	0	1	1
neut	YP_009725309.1	1581	180	2	1	3
neut	YP_009725309.1	1581	181	0	1	1
neut	YP_009725309.1	1581	182	2	0	2
neut	YP_009725309.1	1581	183	1	1	2
neut	YP_009725309.1	1581	184	1	0	1
neut	YP_009725309.1	1581	185	2	0	2
neut	YP_009725309.1	1581	186	2	2	4
neut	YP_009725309.1	1581	187	2	2	4
